,period,variable,value
3791,2014-03-10,Medium Term,3.602128832
3792,2014-03-11,Medium Term,3.585002411
3793,2014-03-12,Medium Term,3.613510578
3794,2014-03-13,Medium Term,3.636748488
3795,2014-03-14,Medium Term,3.756909288
3796,2014-03-18,Medium Term,3.659664157
3797,2014-03-19,Medium Term,3.529439563
3798,2014-03-20,Medium Term,3.558270811
3799,2014-03-21,Medium Term,3.840547424
3800,2014-03-24,Medium Term,3.939526899
3801,2014-03-25,Medium Term,4.081210546
3802,2014-03-26,Medium Term,3.957714858
3803,2014-03-27,Medium Term,3.835104401
3804,2014-03-28,Medium Term,4.284962489
3805,2014-03-31,Medium Term,4.265337432
3806,2014-04-01,Medium Term,4.111077777
3807,2014-04-02,Medium Term,4.237922651
3808,2014-04-03,Medium Term,4.106459521
3809,2014-04-04,Medium Term,4.175087982
3810,2014-04-07,Medium Term,4.156835267
3811,2014-04-08,Medium Term,4.271279341
3812,2014-04-09,Medium Term,4.437576462
3813,2014-04-10,Medium Term,4.338141184
3814,2014-04-11,Medium Term,4.469794863
3815,2014-04-14,Medium Term,4.431524689
3816,2014-04-15,Medium Term,4.383416615
3817,2014-04-16,Medium Term,4.459803393
3818,2014-04-17,Medium Term,4.421193983
3819,2014-04-18,Medium Term,4.461344013
3820,2014-04-21,Medium Term,4.419689252
3821,2014-04-22,Medium Term,4.203897954
3822,2014-04-23,Medium Term,4.085999342
3823,2014-04-24,Medium Term,4.132329304
3824,2014-04-25,Medium Term,4.272507686
3825,2014-04-28,Medium Term,4.068662464
3826,2014-04-29,Medium Term,3.918349313
3827,2014-04-30,Medium Term,3.729811434
3828,2014-05-01,Medium Term,3.628621073
3829,2014-05-02,Medium Term,3.65000448
3830,2014-05-05,Medium Term,3.582742546
3831,2014-05-06,Medium Term,3.78392669
3832,2014-05-07,Medium Term,3.808447683
3833,2014-05-08,Medium Term,4.172257601
3834,2014-05-09,Medium Term,3.860999833
3835,2014-05-12,Medium Term,4.392638661
3836,2014-05-13,Medium Term,4.441823816
3837,2014-05-14,Medium Term,3.931402746
3838,2014-05-15,Medium Term,3.915776339
3839,2014-05-16,Medium Term,3.943125396
3840,2014-05-19,Medium Term,3.919186009
3841,2014-05-20,Medium Term,3.959665151
3842,2014-05-21,Medium Term,3.770919423
3843,2014-05-22,Medium Term,3.667784554
3844,2014-05-23,Medium Term,3.422285343
3845,2014-05-27,Medium Term,3.485686158
3846,2014-05-28,Medium Term,3.299940889
3847,2014-05-29,Medium Term,3.237597938
3848,2014-05-30,Medium Term,3.257807508
3849,2014-06-02,Medium Term,3.257532711
3850,2014-06-03,Medium Term,3.321559064
3851,2014-06-04,Medium Term,3.495338483
3852,2014-06-05,Medium Term,3.536149285
3853,2014-06-06,Medium Term,3.794832044
3854,2014-06-09,Medium Term,3.925810877
3855,2014-06-10,Medium Term,3.744314413
3856,2014-06-11,Medium Term,3.776296562
3857,2014-06-12,Medium Term,3.863546517
3858,2014-06-13,Medium Term,3.494803086
3859,2014-06-16,Medium Term,3.386649059
3860,2014-06-17,Medium Term,3.40213684
3861,2014-06-18,Medium Term,3.134771926
3862,2014-06-19,Medium Term,2.992609022
3863,2014-06-20,Medium Term,2.371986806
3864,2014-06-23,Medium Term,2.172870013
3865,2014-06-24,Medium Term,2.11030944
3866,2014-06-25,Medium Term,2.133318727
3867,2014-06-26,Medium Term,2.109638847
3868,2014-06-27,Medium Term,2.041569333
3869,2014-06-30,Medium Term,2.126049757
3870,2014-07-01,Medium Term,1.953554077
3871,2014-07-02,Medium Term,2.171575256
3872,2014-07-03,Medium Term,2.36173691
3873,2014-07-07,Medium Term,2.454814903
3874,2014-07-08,Medium Term,2.398952368
3875,2014-07-09,Medium Term,2.30148427
3876,2014-07-10,Medium Term,1.981793125
3877,2014-07-11,Medium Term,2.036411239
3878,2014-07-14,Medium Term,1.965498155
3879,2014-07-15,Medium Term,1.859210903
3880,2014-07-16,Medium Term,1.92936005
3881,2014-07-17,Medium Term,2.020696286
3882,2014-07-18,Medium Term,1.836432574
3883,2014-07-21,Medium Term,1.913340326
3884,2014-07-22,Medium Term,1.961049639
3885,2014-07-23,Medium Term,2.245069121
3886,2014-07-24,Medium Term,3.002655115
3887,2014-07-25,Medium Term,2.57470985
3888,2014-07-28,Medium Term,2.233059562
3889,2014-07-29,Medium Term,2.036992849
3890,2014-07-30,Medium Term,2.15115255
3891,2014-07-31,Medium Term,2.281852807
3892,2014-08-01,Medium Term,2.151205542
3893,2014-08-04,Medium Term,2.286598411
3894,2014-08-05,Medium Term,2.466076535
3895,2014-08-06,Medium Term,2.541766766
3896,2014-08-07,Medium Term,2.636989646
3897,2014-08-08,Medium Term,2.544458344
3898,2014-08-11,Medium Term,2.526265723
3899,2014-08-12,Medium Term,2.499480638
3900,2014-08-13,Medium Term,2.519283978
3901,2014-08-14,Medium Term,2.515994629
3902,2014-08-15,Medium Term,2.537684236
3903,2014-08-18,Medium Term,2.645320098
3904,2014-08-19,Medium Term,2.672039104
3905,2014-08-20,Medium Term,2.540907818
3906,2014-08-21,Medium Term,2.617353025
3907,2014-08-22,Medium Term,3.705011488
3908,2014-08-25,Medium Term,3.30472829
3909,2014-08-26,Medium Term,3.196879805
3910,2014-08-27,Medium Term,3.0987785
3911,2014-08-28,Medium Term,2.950267183
3912,2014-08-29,Medium Term,2.946647612
3913,2014-09-02,Medium Term,2.995452838
3914,2014-09-03,Medium Term,2.912985906
3915,2014-09-04,Medium Term,2.949726918
3916,2014-09-05,Medium Term,3.179960692
3917,2014-09-08,Medium Term,3.074010007
3918,2014-09-09,Medium Term,3.036486866
3919,2014-09-10,Medium Term,3.017950603
3920,2014-09-11,Medium Term,3.344728642
3921,2014-09-12,Medium Term,3.192793098
3922,2014-09-15,Medium Term,2.843529929
3923,2014-09-16,Medium Term,2.868195104
3924,2014-09-17,Medium Term,3.030215715
3925,2014-09-18,Medium Term,3.051505328
3926,2014-09-19,Medium Term,3.052990218
3927,2014-09-22,Medium Term,2.978637124
3928,2014-09-23,Medium Term,2.995954032
3929,2014-09-24,Medium Term,2.956812523
3930,2014-09-25,Medium Term,2.941854194
3931,2014-09-26,Medium Term,2.713821956
3932,2014-09-29,Medium Term,2.747633479
3933,2014-09-30,Medium Term,2.77454195
3934,2014-10-01,Medium Term,2.998681824
3935,2014-10-02,Medium Term,3.11914456
3936,2014-10-03,Medium Term,3.504759971
3937,2014-10-06,Medium Term,3.563644585
3938,2014-10-07,Medium Term,3.932015622
3939,2014-10-08,Medium Term,3.521771918
3940,2014-10-09,Medium Term,3.580338239
3941,2014-10-10,Medium Term,3.406887282
3942,2014-10-14,Medium Term,3.543570674
3943,2014-10-15,Medium Term,3.539518058
3944,2014-10-16,Medium Term,3.485497217
3945,2014-10-17,Medium Term,3.373275873
3946,2014-10-20,Medium Term,3.247295282
3947,2014-10-21,Medium Term,3.293789059
3948,2014-10-22,Medium Term,3.306282878
3949,2014-10-23,Medium Term,3.366754205
3950,2014-10-24,Medium Term,3.326532444
3951,2014-10-27,Medium Term,3.323357209
3952,2014-10-28,Medium Term,3.171275719
3953,2014-10-29,Medium Term,3.150706737
3954,2014-10-30,Medium Term,3.149750198
3955,2014-10-31,Medium Term,3.157898276
3956,2014-11-03,Medium Term,3.259058119
3957,2014-11-04,Medium Term,3.009104559
3958,2014-11-05,Medium Term,2.995096681
3959,2014-11-06,Medium Term,2.970315194
3960,2014-11-07,Medium Term,2.991213612
3961,2014-11-10,Medium Term,2.997069871
3962,2014-11-12,Medium Term,2.966569647
3963,2014-11-13,Medium Term,2.857574949
3964,2014-11-14,Medium Term,2.754274708
3965,2014-11-17,Medium Term,2.882158879
3966,2014-11-18,Medium Term,2.939860919
3967,2014-11-19,Medium Term,2.952276037
3968,2014-11-20,Medium Term,3.235256595
3969,2014-11-21,Medium Term,3.086093776
3970,2014-11-24,Medium Term,3.010282124
3971,2014-11-25,Medium Term,3.03465804
3972,2014-11-26,Medium Term,2.799833485
3973,2014-11-28,Medium Term,2.997008318
3974,2014-12-01,Medium Term,2.902296978
3975,2014-12-02,Medium Term,3.033972647
3976,2014-12-03,Medium Term,3.013269831
3977,2014-12-04,Medium Term,3.038917041
3978,2014-12-05,Medium Term,3.219502925
3979,2014-12-08,Medium Term,3.26635094
3980,2014-12-09,Medium Term,3.275810551
3981,2014-12-10,Medium Term,3.292830713
3982,2014-12-11,Medium Term,3.312159274
3983,2014-12-12,Medium Term,3.058961773
3984,2014-12-15,Medium Term,3.014621073
3985,2014-12-16,Medium Term,3.149562811
3986,2014-12-17,Medium Term,3.193773561
3987,2014-12-18,Medium Term,3.236006293
3988,2014-12-19,Medium Term,2.9987471
3989,2014-12-22,Medium Term,2.907169936
3990,2014-12-23,Medium Term,2.896464354
3991,2014-12-24,Medium Term,2.961694598
3992,2014-12-29,Medium Term,2.968818537
3993,2014-12-30,Medium Term,2.896876852
3994,2014-12-31,Medium Term,2.944760318
3995,2015-01-02,Medium Term,3.065262337
3996,2015-01-05,Medium Term,3.03155196
3997,2015-01-06,Medium Term,2.985472458
3998,2015-01-07,Medium Term,2.931517603
3999,2015-01-08,Medium Term,2.863938992
4000,2015-01-09,Medium Term,2.828300172
4001,2015-01-12,Medium Term,2.824001972
4002,2015-01-13,Medium Term,2.807648488
4003,2015-01-14,Medium Term,2.15673447
4004,2015-01-15,Medium Term,2.087299475
4005,2015-01-16,Medium Term,2.077052776
4006,2015-01-20,Medium Term,2.242655797
4007,2015-01-21,Medium Term,2.113645325
4008,2015-01-22,Medium Term,2.047098202
4009,2015-01-23,Medium Term,2.222270009
4010,2015-01-26,Medium Term,2.277694583
4011,2015-01-27,Medium Term,2.323840691
4012,2015-01-28,Medium Term,2.408099583
4013,2015-01-29,Medium Term,2.474680778
4014,2015-01-30,Medium Term,2.39816387
4015,2015-02-02,Medium Term,2.330538768
4016,2015-02-03,Medium Term,2.333086279
4017,2015-02-04,Medium Term,2.244067503
4018,2015-02-05,Medium Term,2.19920896
4019,2015-02-06,Medium Term,2.236035382
4020,2015-02-09,Medium Term,2.232493626
4021,2015-02-10,Medium Term,2.238578971
4022,2015-02-11,Medium Term,2.304980806
4023,2015-02-12,Medium Term,2.438798069
4024,2015-02-13,Medium Term,2.543778646
4025,2015-02-18,Medium Term,2.464140358
4026,2015-02-19,Medium Term,2.424328222
4027,2015-02-20,Medium Term,2.400305981
4028,2015-02-23,Medium Term,2.224164579
4029,2015-02-24,Medium Term,2.363022095
4030,2015-02-25,Medium Term,2.406576222
4031,2015-02-26,Medium Term,2.289550934
4032,2015-02-27,Medium Term,2.346405585
4033,2015-03-02,Medium Term,2.286184777
4034,2015-03-03,Medium Term,2.458813426
4035,2015-03-04,Medium Term,2.424105831
4036,2015-03-06,Medium Term,2.458329887
4037,2015-03-09,Medium Term,2.575744334
4038,2015-03-10,Medium Term,2.903689461
4039,2015-03-11,Medium Term,2.656102061
4040,2015-03-12,Medium Term,3.137404068
4041,2015-03-13,Medium Term,3.259435354
4042,2015-03-16,Medium Term,3.089306434
4043,2015-03-17,Medium Term,3.087046323
4044,2015-03-18,Medium Term,3.042864591
4045,2015-03-19,Medium Term,3.067746303
4046,2015-03-20,Medium Term,2.980917108
4047,2015-03-23,Medium Term,3.006276926
4048,2015-03-24,Medium Term,3.017288359
4049,2015-03-25,Medium Term,3.149967078
4050,2015-03-26,Medium Term,3.171393039
4051,2015-03-27,Medium Term,3.430501088
4052,2015-03-30,Medium Term,3.532843045
4053,2015-03-31,Medium Term,3.294647114
4054,2015-04-01,Medium Term,3.427393896
4055,2015-04-02,Medium Term,3.421413316
4056,2015-04-03,Medium Term,3.483032948
4057,2015-04-06,Medium Term,3.514560985
4058,2015-04-07,Medium Term,3.471320139
4059,2015-04-08,Medium Term,3.380054811
4060,2015-04-09,Medium Term,3.521673783
4061,2015-04-10,Medium Term,3.808862191
4062,2015-04-13,Medium Term,3.57418296
4063,2015-04-14,Medium Term,3.221985084
4064,2015-04-15,Medium Term,3.237605318
4065,2015-04-16,Medium Term,3.292841055
4066,2015-04-17,Medium Term,3.154705873
4067,2015-04-20,Medium Term,3.624967804
4068,2015-04-21,Medium Term,3.714869525
4069,2015-04-22,Medium Term,3.676188869
4070,2015-04-23,Medium Term,3.785560098
4071,2015-04-24,Medium Term,3.798345562
4072,2015-04-27,Medium Term,3.76780789
4073,2015-04-28,Medium Term,3.956234837
4074,2015-04-29,Medium Term,4.408894718
4075,2015-04-30,Medium Term,4.16700149
4076,2015-05-01,Medium Term,3.792324737
4077,2015-05-04,Medium Term,3.917977004
4078,2015-05-05,Medium Term,3.970735338
4079,2015-05-06,Medium Term,3.937986976
4080,2015-05-07,Medium Term,4.091121088
4081,2015-05-08,Medium Term,3.96724578
4082,2015-05-11,Medium Term,4.226109731
4083,2015-05-12,Medium Term,4.382942075
4084,2015-05-13,Medium Term,3.970504171
4085,2015-05-14,Medium Term,3.83413661
4086,2015-05-15,Medium Term,4.064589551
4087,2015-05-18,Medium Term,4.07441496
4088,2015-05-19,Medium Term,4.131170297
4089,2015-05-20,Medium Term,4.101842503
4090,2015-05-21,Medium Term,4.237860735
4091,2015-05-22,Medium Term,4.225891343
4092,2015-05-26,Medium Term,4.175359264
4093,2015-05-27,Medium Term,3.902143018
4094,2015-05-28,Medium Term,4.173416983
4095,2015-05-29,Medium Term,4.341411778
4096,2015-06-01,Medium Term,4.229904323
4097,2015-06-02,Medium Term,4.399220174
4098,2015-06-03,Medium Term,4.629779175
4099,2015-06-04,Medium Term,4.614893805
4100,2015-06-05,Medium Term,4.354933215
4101,2015-06-08,Medium Term,4.13262384
4102,2015-06-09,Medium Term,4.098323974
4103,2015-06-10,Medium Term,4.134454357
4104,2015-06-11,Medium Term,3.849772012
4105,2015-06-12,Medium Term,3.990172225
4106,2015-06-15,Medium Term,3.529177433
4107,2015-06-16,Medium Term,3.232010494
4108,2015-06-17,Medium Term,2.93664228
4109,2015-06-18,Medium Term,2.729336946
4110,2015-06-19,Medium Term,2.797612657
4111,2015-06-22,Medium Term,2.836100118
4112,2015-06-23,Medium Term,2.830054766
4113,2015-06-24,Medium Term,2.884021479
4114,2015-06-25,Medium Term,2.9989078
4115,2015-06-26,Medium Term,2.941764801
4116,2015-06-29,Medium Term,2.503523125
4117,2015-06-30,Medium Term,2.503991219
4118,2015-07-01,Medium Term,2.425225578
4119,2015-07-02,Medium Term,2.523257645
4120,2015-07-06,Medium Term,2.551640852
4121,2015-07-07,Medium Term,2.57006366
4122,2015-07-08,Medium Term,2.555368797
4123,2015-07-09,Medium Term,2.492512804
4124,2015-07-10,Medium Term,2.428791062
4125,2015-07-13,Medium Term,2.576678279
4126,2015-07-14,Medium Term,2.529178891
4127,2015-07-15,Medium Term,2.56009823
4128,2015-07-16,Medium Term,2.520942362
4129,2015-07-17,Medium Term,2.521681786
4130,2015-07-20,Medium Term,2.299619368
4131,2015-07-21,Medium Term,2.319127032
4132,2015-07-22,Medium Term,2.358129671
4133,2015-07-23,Medium Term,2.325800024
4134,2015-07-24,Medium Term,2.385961148
4135,2015-07-27,Medium Term,2.311865241
4136,2015-07-28,Medium Term,2.255687978
4137,2015-07-29,Medium Term,2.328799098
4138,2015-07-30,Medium Term,2.281824935
4139,2015-07-31,Medium Term,2.152368269
4140,2015-08-03,Medium Term,2.344140845
4141,2015-08-04,Medium Term,2.37888383
4142,2015-08-05,Medium Term,2.34550148
4143,2015-08-06,Medium Term,2.109789517
4144,2015-08-07,Medium Term,2.201551504
4145,2015-08-10,Medium Term,1.951243985
4146,2015-08-11,Medium Term,1.997008522
4147,2015-08-12,Medium Term,2.038565641
4148,2015-08-13,Medium Term,2.020334647
4149,2015-08-14,Medium Term,1.988701363
4150,2015-08-17,Medium Term,1.89542384
4151,2015-08-18,Medium Term,1.986926138
4152,2015-08-19,Medium Term,1.908265894
4153,2015-08-20,Medium Term,1.857530698
4154,2015-08-21,Medium Term,1.857009949
4155,2015-08-24,Medium Term,1.883475531
4156,2015-08-25,Medium Term,1.847992235
4157,2015-08-26,Medium Term,1.900316418
4158,2015-08-27,Medium Term,1.628004287
4159,2015-08-28,Medium Term,1.480372108
4160,2015-08-31,Medium Term,1.465406869
4161,2015-09-01,Medium Term,1.445692836
4162,2015-09-02,Medium Term,1.403918865
4163,2015-09-03,Medium Term,1.409150891
4164,2015-09-04,Medium Term,1.415450035
4165,2015-09-08,Medium Term,1.488936842
4166,2015-09-09,Medium Term,1.478755399
4167,2015-09-10,Medium Term,1.499507428
4168,2015-09-11,Medium Term,1.526657395
4169,2015-09-14,Medium Term,1.518622909
4170,2015-09-15,Medium Term,1.675353582
4171,2015-09-16,Medium Term,1.841683601
4172,2015-09-17,Medium Term,1.734458184
4173,2015-09-18,Medium Term,1.460651319
4174,2015-09-21,Medium Term,1.586077416
4175,2015-09-22,Medium Term,1.544436967
4176,2015-09-23,Medium Term,1.521497518
4177,2015-09-24,Medium Term,1.437738705
4178,2015-09-25,Medium Term,1.233980971
4179,2015-09-28,Medium Term,1.59974024
4180,2015-09-29,Medium Term,1.580872902
4181,2015-09-30,Medium Term,1.50572466
4182,2015-10-01,Medium Term,1.627772587
4183,2015-10-02,Medium Term,1.506414887
4184,2015-10-05,Medium Term,1.366480987
4185,2015-10-06,Medium Term,1.380281165
4186,2015-10-07,Medium Term,1.551652194
4187,2015-10-08,Medium Term,1.787731272
4188,2015-10-09,Medium Term,5.563116043
4189,2015-10-13,Medium Term,2.987958583
4190,2015-10-14,Medium Term,1.596887601
4191,2015-10-15,Medium Term,2.042284064
4192,2015-10-16,Medium Term,1.77633972
4193,2015-10-19,Medium Term,1.820113234
4194,2015-10-20,Medium Term,1.901652818
4195,2015-10-21,Medium Term,1.893699394
4196,2015-10-22,Medium Term,1.877895689
4197,2015-10-23,Medium Term,1.910234428
4198,2015-10-26,Medium Term,1.897799966
4199,2015-10-27,Medium Term,1.815568282
4200,2015-10-28,Medium Term,1.811397863
4201,2015-10-29,Medium Term,1.582179372
4202,2015-10-30,Medium Term,1.685850302
4203,2015-11-02,Medium Term,1.785439447
4204,2015-11-03,Medium Term,2.738241165
4205,2015-11-04,Medium Term,2.786462632
4206,2015-11-05,Medium Term,3.495090606
4207,2015-11-06,Medium Term,3.642024398
4208,2015-11-09,Medium Term,3.740445319
4209,2015-11-10,Medium Term,3.464970069
4210,2015-11-12,Medium Term,3.462823252
4211,2015-11-13,Medium Term,3.435499503
4212,2015-11-16,Medium Term,3.495219745
4213,2015-11-17,Medium Term,3.479879757
4214,2015-11-18,Medium Term,3.537234955
4215,2015-11-19,Medium Term,3.593957344
4216,2015-11-20,Medium Term,3.556069675
4217,2015-11-23,Medium Term,3.624534133
4218,2015-11-24,Medium Term,3.522846049
4219,2015-11-25,Medium Term,3.482945196
4220,2015-11-27,Medium Term,3.473559238
4221,2015-11-30,Medium Term,3.467507054
4222,2015-12-01,Medium Term,3.6047202
4223,2015-12-02,Medium Term,3.620941869
4224,2015-12-03,Medium Term,3.604003438
4225,2015-12-04,Medium Term,3.480370356
4226,2015-12-07,Medium Term,3.421653262
4227,2015-12-08,Medium Term,3.434691712
4228,2015-12-09,Medium Term,3.380587699
4229,2015-12-10,Medium Term,3.163667313
4230,2015-12-11,Medium Term,3.006877521
4231,2015-12-14,Medium Term,3.081629061
4232,2015-12-15,Medium Term,3.078467347
4233,2015-12-16,Medium Term,3.155427666
4234,2015-12-17,Medium Term,3.169373111
4235,2015-12-18,Medium Term,3.118780392
4236,2015-12-21,Medium Term,3.10560262
4237,2015-12-22,Medium Term,3.161967834
4238,2015-12-23,Medium Term,3.109983533
4239,2015-12-24,Medium Term,3.034954401
4240,2015-12-28,Medium Term,3.084914118
4241,2015-12-29,Medium Term,3.269837877
4242,2015-12-30,Medium Term,3.137407362
4243,2015-12-31,Medium Term,3.167770885
4244,2016-01-04,Medium Term,3.350805271
4245,2016-01-05,Medium Term,3.306481819
4246,2016-01-06,Medium Term,3.567511735
4247,2016-01-07,Medium Term,3.691630934
4248,2016-01-08,Medium Term,3.705837466
4249,2016-01-11,Medium Term,3.452283773
4250,2016-01-12,Medium Term,3.489494816
4251,2016-01-13,Medium Term,3.429932787
4252,2016-01-14,Medium Term,3.597331738
4253,2016-01-15,Medium Term,3.540839861
4254,2016-01-19,Medium Term,3.504759524
4255,2016-01-20,Medium Term,3.299601465
4256,2016-01-21,Medium Term,3.442112698
4257,2016-01-27,Medium Term,3.01970381
4258,2016-01-28,Medium Term,3.110948032
4259,2016-01-29,Medium Term,3.159063132
4260,2016-02-01,Medium Term,3.471679229
4261,2016-02-02,Medium Term,3.313298517
4262,2016-02-03,Medium Term,3.060536368
4263,2016-02-04,Medium Term,3.109443511
4264,2016-02-05,Medium Term,3.042365979
4265,2016-02-08,Medium Term,2.993063062
4266,2016-02-09,Medium Term,2.98313486
4267,2016-02-10,Medium Term,2.986645862
4268,2016-02-11,Medium Term,2.93845971
4269,2016-02-12,Medium Term,2.957741459
4270,2016-02-16,Medium Term,2.911596914
4271,2016-02-17,Medium Term,2.903296027
4272,2016-02-18,Medium Term,2.960587559
4273,2016-02-19,Medium Term,3.039322997
4274,2016-02-22,Medium Term,2.992926838
4275,2016-02-23,Medium Term,2.833861975
4276,2016-02-24,Medium Term,3.182054684
4277,2016-02-25,Medium Term,2.720091486
4278,2016-02-26,Medium Term,2.885776482
4279,2016-02-29,Medium Term,2.887652512
4280,2016-03-01,Medium Term,3.02496153
4281,2016-03-02,Medium Term,2.942018322
4282,2016-03-03,Medium Term,2.871310439
4283,2016-03-04,Medium Term,2.750771634
